,id,pair,cue,target,cond,group,guess,phase,corr,corr_g,c2t,c2g,t2g,finguess,intrusions
1839,30,40,pork,beef,0,A,,2,0,0.0,0.84590256,,,fever,0.0
1840,30,41,prism,hurry,1,A,,2,0,0.0,-0.036625378,,,pack,0.0
1841,30,42,tired,bored,1,A,my,2,0,0.0,0.7057688,0.4838438034057617,0.38614580035209656,baby,0.0
1842,30,43,yolk,money,0,A,,2,0,,0.015234128,,,,
1843,30,44,slurp,west,0,A,,1,0,,-0.084954344,,,,0.0
1844,30,45,rude,dish,1,A,pos,2,0,0.0,0.18629928,0.19261178374290466,0.06813256442546844,bike,0.0
1845,30,46,doze,plus,0,A,,2,0,,0.020389317,,,,
1846,30,47,heavy,duty,1,A,duty,2,0,0.0,0.492564,0.49256399273872375,1.0,day,0.0
1847,30,48,seize,bee,0,A,,2,0,,0.08214486,,,,
1848,30,49,town,god,0,A,,2,0,,0.2290586,,,,
1849,30,50,last,day,0,A,,2,0,,0.6838184,,,,
1850,30,51,force,happy,1,A,natujre,2,0,0.0,0.26116312,,,see,0.0
1851,30,52,task,alone,0,A,,2,0,,0.3995754,,,,
1852,30,53,scarf,silk,1,A,red,2,0,0.0,0.63188416,0.42827004194259644,0.4765196442604065,silk,0.0
1853,30,54,pack,full,1,A,,2,0,0.0,0.40528598,,,town,0.0
1854,30,55,going,there,0,A,,2,0,,0.7492553,,,,
1855,30,56,honor,month,1,A,,2,0,0.0,0.26787153,,,hero,0.0
1856,30,57,gin,sharp,0,A,,2,0,,0.16577865,,,,
1857,30,58,royal,hotel,0,A,,2,0,,0.34354278,,,,
1858,30,59,mend,hot,0,A,,2,0,,0.094790205,,,,
1859,30,60,vine,navy,1,A,tree,2,0,0.0,0.12478929,0.5704146027565002,0.12246402353048325,spicy,0.0
1860,31,1,bus,hurt,0,C,,1,1,,0.25217578,,,,0.0
1861,31,2,croak,top,0,C,,1,1,,-0.12875935,,,,0.0
1862,31,3,court,jail,3,C,yard,1,1,1.0,0.566291,0.2161117047071457,0.22378893196582794,yard,0.0
1863,31,4,vivid,sit,3,C,dream,1,0,1.0,0.13455118,0.4009639024734497,0.3919668197631836,dream,1.0
1864,31,5,year,minor,3,C,eight,1,0,0.0,0.2496387,0.49395638704299927,0.31010085344314575,age,0.0
1865,31,6,essay,glue,3,C,,1,0,0.0,0.015665948,,,paper,0.0
1866,31,7,snow,road,3,C,cold,1,1,0.0,0.44269753,0.6063706278800964,0.2930910885334015,road,0.0
1867,31,8,bay,beach,0,C,,1,1,,0.5876903,,,,0.0
1868,31,9,learn,find,3,C,,1,0,0.0,0.62303567,,,discover,0.0
1869,31,10,just,need,3,C,,1,1,0.0,0.6575736,,,,0.0
1870,31,11,tile,sand,0,C,,1,1,,0.39506063,,,,0.0
1871,31,12,cabin,jelly,0,C,,1,0,,0.061660893,,,,0.0
1872,31,13,many,all,3,C,,1,1,0.0,0.7478515,,,several,0.0
1873,31,14,sap,laugh,0,C,,1,1,,0.08919973,,,,0.0
1874,31,15,inch,cover,3,C,meter,1,0,1.0,0.23288062,0.2854767143726349,0.1799638867378235,meter,1.0
1875,31,16,bike,paint,3,C,road,1,0,0.0,0.31452736,0.5934263467788696,0.27511194348335266,car,0.0
1876,31,17,baby,toy,0,C,,1,1,,0.5090242,,,,0.0
1877,31,18,pious,add,0,C,,1,0,,-0.005233292,,,,0.0
1878,31,19,write,step,3,C,,1,0,0.0,0.36689934,,,pencil,0.0
1879,31,20,fairy,paper,0,C,,1,0,,0.25410262,,,,0.0
1880,31,21,think,know,0,C,,1,0,,0.88507104,,,,0.0
1881,31,22,wart,news,3,C,TV,1,1,1.0,-0.0072534606,-0.03796667605638504,0.3790014386177063,TV,0.0
1882,31,23,mild,track,0,C,,1,0,,0.10546857,,,,0.0
1883,31,24,night,show,0,C,,1,0,,0.5008233,,,,0.0
1884,31,25,best,great,0,C,,1,1,,0.70658535,,,,0.0
1885,31,26,wrong,kill,0,C,,1,1,,0.45672953,,,,0.0
1886,31,27,jog,rent,3,C,,1,0,0.0,0.08143854,,,run,0.0
1887,31,28,acorn,minus,0,C,chipmunk,1,0,0.0,0.08931689,0.3413316011428833,0.07622360438108444,,1.0
1888,31,29,dent,fire,0,C,red,1,1,0.0,0.17562199,0.1852215975522995,0.34418749809265137,fire,0.0
1889,31,30,cent,art,0,C,,1,0,,0.072835386,,,,0.0
1890,31,31,shiny,layer,0,C,,2,0,,0.2976558,,,,
1891,31,32,blues,music,0,C,,2,1,,0.5405771,,,,
1892,31,33,dip,bossy,0,C,,2,0,,-0.013717066,,,,
1893,31,34,notes,stair,0,C,,2,0,0.0,0.05721494,,,pen,0.0
1894,31,35,bun,lake,0,C,,2,1,0.0,0.08999329,,,lake,0.0
1895,31,36,agony,hound,0,C,,2,0,,0.2622713,,,,
1896,31,37,tug,vote,3,C,competition,2,0,0.0,0.0065951585,0.15537966787815094,0.2626890540122986,war,0.0
1897,31,38,wood,fear,0,C,,2,1,,0.18111432,,,,
1898,31,39,yearn,cards,3,C,,2,0,0.0,0.06786431,,,desire,0.0
1899,31,40,pork,beef,0,C,,2,1,0.0,0.84590256,,,,0.0
1900,31,41,prism,hurry,0,C,,2,0,0.0,-0.036625378,,,geometry,0.0
1901,31,42,tired,bored,3,C,,2,1,0.0,0.7057688,,,,0.0
1902,31,43,yolk,money,0,C,,2,0,,0.015234128,,,,
1903,31,44,slurp,west,0,C,,1,0,,-0.084954344,,,,0.0
1904,31,45,rude,dish,0,C,,2,0,0.0,0.18629928,,,,0.0
1905,31,46,doze,plus,0,C,,2,0,,0.020389317,,,,
1906,31,47,heavy,duty,3,C,tape,2,0,0.0,0.492564,0.2644401788711548,0.22437159717082977,metal,0.0
1907,31,48,seize,bee,0,C,,2,0,,0.08214486,,,,
1908,31,49,town,god,0,C,,2,1,,0.2290586,,,,
1909,31,50,last,day,0,C,,2,1,,0.6838184,,,,
1910,31,51,force,happy,3,C,,2,1,0.0,0.26116312,,,sad,0.0
1911,31,52,task,alone,0,C,,2,1,,0.3995754,,,,
1912,31,53,scarf,silk,3,C,,2,0,0.0,0.63188416,,,red,0.0
1913,31,54,pack,full,3,C,back,2,1,1.0,0.40528598,0.32836467027664185,0.4468354880809784,back,0.0
1914,31,55,going,there,0,C,,2,1,,0.7492553,,,,
1915,31,56,honor,month,3,C,,2,1,0.0,0.26787153,,,roll,0.0
1916,31,57,gin,sharp,0,C,,2,0,,0.16577865,,,,
1917,31,58,royal,hotel,0,C,,2,1,,0.34354278,,,,
1918,31,59,mend,hot,3,C,pretend,2,0,0.0,0.094790205,0.3606625497341156,0.2193266749382019,bend,0.0
1919,31,60,vine,navy,3,C,green,2,1,1.0,0.12478929,0.4078816771507263,0.4304582476615906,green,0.0
1920,32,1,bus,hurt,1,A,stop,1,0,0.0,0.25217578,0.47448429465293884,0.5008571743965149,na/a,0.0
1921,32,2,croak,top,1,A,frog,1,0,1.0,-0.12875935,0.32010501623153687,0.18999415636062622,frog,0.0
1922,32,3,court,jail,0,A,,1,0,,0.566291,,,,0.0
1923,32,4,vivid,sit,0,A,,1,0,,0.13455118,,,,0.0
1924,32,5,year,minor,0,A,,1,0,,0.2496387,,,,0.0
1925,32,6,essay,glue,0,A,,1,0,,0.015665948,,,,0.0
1926,32,7,snow,road,0,A,,1,0,,0.44269753,,,,0.0
1927,32,8,bay,beach,1,A,ocean,1,0,0.0,0.5876903,0.5527536273002625,0.6547521352767944,becah,0.0
1928,32,9,learn,find,0,A,,1,0,,0.62303567,,,,0.0
1929,32,10,just,need,0,A,,1,0,,0.6575736,,,,0.0
1930,32,11,tile,sand,1,A,grout,1,1,0.0,0.39506063,0.6564506888389587,0.392463356256485,sand,0.0
1931,32,12,cabin,jelly,1,A,forest,1,0,1.0,0.061660893,0.34825992584228516,0.11588696390390396,forest,0.0
1932,32,13,many,all,0,A,,1,1,,0.7478515,,,,0.0
